ORDEM;NU_INSCRICAO;NU_NOTA_MT
10306;ae317ddc244548857e3952eccedbb7447585dc46;452.2
10307;ef0b6533f4ad0b55c19128fdb3579d235ec6a246;540
10308;e815bba2066b83c283fd1b86014d1599caa1819a;338.6
10309;537955a311e7022bcc5f73b3768078f86c9a7964;476
10310;ad76f8b953e2f57eedacb41a534409563fc7008e;419.5
10311;4271c8b8740c184288e6686ecc22067863bd7d6d;
10312;7be59908863530f34f9a9c6bc367355104e1b878;415
10313;e66b7ee57bffbc8ee6ee8db31a401f2495140a84;582.4
10314;aa65e79d56c6a8e9c6150c13516f7956155e1635;576.7
10315;bdb01d1baf9f8dd6bdd8d3b1201824daa4bd327c;377.7
10316;dfcf9cf03df34f26ec6a1c9a9ad200aefe18890e;516.3
10317;c86885922541b0bc354ac22054901c423e20b03f;672.2
10318;3751ae01508beadfada374e622625a6fc9b85aba;511.5
10319;aa6628d519f5618ed3120d7d0d389c1c6c128b46;474.5
10320;d26f0e5cbd9a373929efc398d029bb189f448c50;605.7
10321;28c3bb501956fba932b893a7b14e7aab7f2c17d6;
10322;03368e9dddde2d03bffa61a6608e71d2c258bdb6;647.2
10323;4e34a46a8d02f39b800f8006d9af013100d78823;481.3
10324;52ad4048dcaa059e18355602da9e14fe413f5070;
10325;6b7ab186a425c1dc29305b89f109c405d62d7413;509.9
10326;573ef12effefe679eafb3ac382a590417ee7f4ad;
10327;20eb39b7c2885c458fbc0cc79bd068d57ecd511a;
10328;3f3c2c46f36f7e2977496ec2f644bd4050320225;454.1
10329;dc4d18e9761371f5d3692447e5611cda0af6b775;
10330;62e8e8c9c78b028d6f6f275551db120c0607405c;512
10331;c27b9eaed588244f5763acf315770f5ff0ad1c81;471.4
10332;8127e93ed874561e2aeacad79643a874bcf51255;377.7
10333;2fbfcbf6d0bf99be2cf453ceb27108698888b26c;
10334;448908a73148f9f14d0871e28761b0c05561a196;420.4
10335;4f88ee99c3603ec290163657c4de78f6446ec155;
10336;9b74d95b6bb60e76dc10c533675e45b115a1df63;448.6
10337;8ef13e42bae3e95b5c403ee2dec69550ea7b4fd3;459.1
10338;4a979ac54882032c4837cb8633e5f1386ed134d8;369.1
10339;f2f71ea454df5993ed947134acd9d96ebd2b85dc;429.5
10340;cf68abdb3a151ad7a6191fe8deedcf9eaf7bec09;446.3
10341;1398fd93b10a3aa18366f1c3caef434106610344;437.1
10342;2113a9f47355091d5136db7007ef282c3e9d7836;426.1
10343;c6f105318c37f5f6928516c967fa88b9b33adb78;443.4
10344;03be0aad714a62ecd0858439535310354a445ee5;609
10345;c6eb807c901fab026876ec75b01df7eba8fadab7;
10346;65c04edc5063fe6a62d7c47337ab12438b6f18f8;517
10347;2e155e59cb6442783038cff8c7bb5aeb08ef59e6;
10348;a70aa99f0afc900816bdfec1af545c7247f3e4a6;
10349;61d6d2aa98477d21f818e5d8905dd746bc17e985;
10350;401a27b7a08daba7371985a7f1d1ea7408e3f346;451.7
10351;368a90c69d4f8db80bea4125fbef398d42ce6f2c;
10352;e245810c36674e8c4cab82b51a84ef21237779b9;537.2
10353;304090b53f6de823f60a8d5a7ab0e04273589927;421.3
10354;efea8cda5f697f6b0e51c6a69399fabd9c00603c;373.4
10355;6cfe23b3a39d34773773503974fa667a4877b3a8;594.9
10356;59446f70ea93fd350021bca7f461bcb0b84ba5db;
10357;d90470fd626b30530c505330ba25ff3fcebad806;
10358;d340ac5ac5e8315b40f1451dc7841d6ed23603e7;403.8
10359;eeee5a1fbda2a0b1ecb2774efe2d3a9c311146a4;466.9
10360;7bc555dfd8c961bc45d1af2d19ec695734b73e6f;510.7
10361;5aae4074e0f5b5c3455b71a7729187a8ca25229f;678.5
10362;c90739b954a69dc0df4a2c74c2f8cc8c1f1fbbc7;
10363;28d2039ee5d82178376640dc6df08ee1cbda1d54;
10364;28f647a6935d7c0a74b77ac219adf59db7b7b926;
10365;d48d50ffc55971d5b3f775ac287e8a1005da39b3;570.1
10366;709b9798dc7d1a54d16f7c4ebdca2d5a3a355974;
10367;ae592536768dd33fe3e470cebd18a10027f97976;523.6
10368;93613f138942b2d20616b0455c7a558993631dee;
10369;1bcc4157f3b4ac62708db08051f54f8fa49f2e8a;744.6
10370;ce6dbaf3e5673366db2667d0c90a20e022391718;596
10371;59ac2e74f70bfdcd4642c117c22754b28553d0f6;490.3
10372;e9496223474ed3f8e21b4c5e38c704377ec36d60;525.8
10373;f67388748cbdb162527870c992750ec495871d1d;
10374;48e2489fc2c99022ce861de0d928a38113d3a00f;
10375;208134aa57281fe49cda9de3dce7714c0cf70ebb;395.8
10376;7acb533f7f0a276cfd6ff5f168ca8fa85f550dde;399.4
10377;df6e8fa54841f3a44c20c71a2136f8f6800bc765;
10378;d4d37d07375c1408f75c41b53fab4b814c932cbb;437.5
10379;9264692b8500ede5262378cc6dfd540d5fc901ee;412.7
10380;2c66ba0ce73d64900b7b6a69ac4bbd60746b92d2;429
10381;39b3c756ead444de4854d03f4f3283e7cea9f934;418.5
10382;f388a428cba4f2d3bdf763b2d300fb542bb3b04c;
10383;0c4fae8a81aa3d5e6530a2a340f99f9a1ff6ad02;457.3
10384;ca956ca5cfd5f756b379858fe3d58841f3949391;379.4
10385;7d83921442ed3606453e36b3b956f699d34b4bc1;445.1
10386;f13f3aaceedb41c4505f573748df1b6f3b27926f;517.6
10387;2daa99f45073eb83c30b9db3b9b9ec5958dc666f;
10388;05a0ee9c17758662d1e5a985cac6d7e0938d3a58;878.2
10389;29ec3a2052049529d8f9c0dbe6a66fcbb6d4a8cf;
10390;da78a3fa5fcff1c868cd3f9c2a6635c3ca8b939e;414.3
10391;f99c805664bc2c2af202d471765b2ab44db78f46;
10392;956519520c2577fcb0c5f4c39f2ba09e10014e78;
10393;b6882469dff4b4b60e6a8bcb8d27b9d4e5ede351;449
10394;3e87adae9dedba41e84a6761cce0e31d534091c6;653.8
10395;88171fdf3955d69a794c825c06959990759c1e16;445.4
10396;16ce1e91d2dee418b2d420b2fe63c5d3954182e4;
10397;b49ed0d2911077b4ca103ea3bda88fc0e14be7f9;
10398;267a14398950063fc8fc24c9744aa06e266e096e;626.3
10399;196e08fc271695a31c492400ca3e0bc8004ded93;403
10400;4158013aa21175fe5b3634718213134b19e47a52;475.8
10401;fee137d4e38dae03589172feff6024f4b5b53a08;589.2
10402;d48651526b64b74bc8db4d605dfe1e0c86e9b1ab;381.7
10403;b4308e8839a50e808c9b7fb23f2ab4ab3c246009;627.7
10404;141efc2c0bac5562a51af7e9e915049521f2e5ba;402.9
10405;45f01cda3a60368e6861242d8afcbae197937d24;413.7
10406;79fa8eb105811a24ae859a456f088bdc1c93a491;508.6
10407;9409ff417c4a9845318b2f7e4a8262417b283d81;411.6
10408;41a4bd5c0c07c8e4a660f65a8fcd2ca093a2f9ce;376.8
10409;444b7f722d8a54878bacf94219dba3d3e79c9919;
10410;68577c16485f4a58cac1fe498cca8c867003f232;
10411;7a3943fc6dbec116d8310143584f4b1b78a8ac13;471.8
10412;1ab9d9c795f8ccce6324ea63f9923f71dbe9b089;435.8
10413;158edd8b959f85cca04386a0be4a2900a3b48119;585.4
10414;a457eb339f73f246d63fcd7dd8a0cf5ff2218f3e;532.6
10415;c54993694b131e05b9c5500f4b1f67a4e1da33dd;452.7
10416;167ce27ede08fb76c6b03ae955b7d14e6b375f1d;
10417;14f313a776fb5b5679fce9ca8cdff5684d28416a;716.6
10418;4c87a312ad04cb49920cabd1df43b4ca69a05b07;476.4
10419;703376db2b5e503a739d357b652eb63606f7017b;543.5
10420;d1786bed7286d5e82edf5cf3f25c2b740fd4df27;
10421;7837f416b9558274a1661f2d9e0a76d48920b5ce;397.9
10422;99b5df9a659becb402918eb3c3824377293dbda8;456.4
10423;d97e3c16a0e7da966000c7c33832f92163482e57;422.5
10424;909d7f67257d232900995d1fd3f854546f6bc2fe;441.7
10425;de7ed4e0fdba1c4e622bfd27e34ef93304b7975b;
10426;cc28511d1ac1dcca56be156f4af20dd8b3360078;583.6
10427;96bdf75c2ce4bbf62dccf1d7120581334cf13d09;425.6
10428;bbb6bec91ed44f029c3d9b892d0dce830bbbfe6f;480.4
10429;f1d941ae3f4242ac36532a693eb81076e6c15bde;723.4
10430;bba088050bb2fde4c6f2fdbbb668384024a55fa7;
10431;b4aed33edc14546043e60c516459908e22adcfc3;384.7
10432;04effb634ab916c4874b5dea1d20249c1430c147;
10433;b13478c2f1190fae3a1bd9e2ad93015a7ef20c97;463.8
10434;eb94c2b0052bdc912afe2cdc9fc6e6851b0b17a7;
10435;fe2d7418f4094c3ac771fd3752a54d4afb5939e1;361.7
10436;247b270a5d570c1459472d64579c31d9fe045952;
10437;796c9f0fe5d6a9b6ad34c38c1289b2b282ae7ec8;
10438;fed764656c77aa5e1e58643aa971c902fdf1cb7f;486
10439;4d95ee0503a04c12fbf856e4b4c60c33a8999544;426.1
10440;31cd15d5f13cdee465e8a4ec7c80ee1c9ecec3c7;381.7
10441;79938f605cc7a924dccd0494d64422fe3df8e037;548.9
10442;8b0c229b4ffa438a15f8b23ec69d5f1e97a4eb6c;414.4
10443;04f7489b7d3cf5ac2b0f57bf9f0c63ed46ccbdb5;387.5
10444;77c4dca25c8ab91409f1e631e98b76999c53b79a;521.7
10445;ee3ca2a0b66698cdb203acdc244d4ac21f534735;409
10446;17fcb20bbac12db8fb3c921295118ab854ae7440;444.7
10447;87e82c7a944349e67103cbb40455449f1b14309c;534.4
10448;44a373b9bb72fd73fd62ad7e1c139b9ffadb48fe;439.6
10449;9ab724cd01aa5271a632e301fe55413ce348c7b2;402.4
10450;cdb26ec21fb56bb5c8f8b067b7901063f459dfb8;
10451;8f581d8c378118116216f7d76d7ada7e9a8ac1fe;369.7
10452;2b2c648390ac4c46d815e14a16f459d49be7efaa;
10453;817de4235112d81407002f8cf4fd047bf6dfd824;
10454;103ce42bbe29102f522691c4a191a800bd69c3bd;
10455;121d6348baaeccd2dffe361689efb6c4f1f6ee84;
10456;99cd4b6f84c8bf3f2c4057ad77c399e8f69d312d;381.9
10457;57ae7545fbb80761b17d93240a6f918ae7265a80;663.2
10458;1ae364ee645b7f232ebbb2df944a2393be2b11e9;392.6
10459;b536b5705b64e5e7f9eaeaa4774ecb8554850689;511.5
10460;55c59ba8be9493bfc9d849679be69046e11a5477;
10461;31b46e852ab076a588bfa6cffc1913293fa842da;
10462;ee792079a79a63263f3d8655da1fc837888b9db6;441.3
10463;4c3b237e4b7f16b2e0ed6d43a911d5a392fc70ba;444
10464;d00b161cd12fffcf2decc6e7e954f5108cc20e90;373.5
10465;8cfbed244ae7795496fcdc3dbf9f05449afa7f12;
10466;14cee43aa446366405ee791bfda73d4ade366b66;472.4
10467;6fef67c6f2ab9a2be7af08a9dd0659b0d23c650f;465.1
10468;d7c8f1c6e4164b186ef87ade5a5848e392e283d8;593.7
10469;5687376107634f599c3e7c9615471f9088c0764e;424.6
10470;6c59a6905feeffb2aace25ef2398a63f2164c72a;
10471;ed122f7a000f60a6b81170233348f7bca4e95e02;598.3
10472;a1586ae82acc1856dd1576b9f5ab1e74cc5b3440;
10473;d3bc4d05ec252241b0faef8d372da0ba46110f8f;528.8
10474;082b3529a2bf859a75d0a11c69930097c1c30676;821.1
10475;342d09e10f79ecd335dc2bc268ce9fd6937d0060;
10476;86c96dcf35b8ee82e665e186ac8bb7546211e0f6;512.2
10477;4d0a2ecfb62bb799586a5b673ceba99efa1dd800;401.2
10478;b2f71c3102fdeca92733406f995d91e072dc5841;374.4
10479;dff602be4ce0174067cc260c580cad306780f337;
10480;5a57fce709ef74bfcbb058234a7cf7b1c8f3af3d;343.6
10481;e96b509feb8ac740142d6f305f6d8a1ca0875db4;373.1
10482;372d3114883e56fbabe6f6c666eeeef829d569b7;407.4
10483;d0730351351986fde60b5b2594185b642ac21bef;
10484;c8b9ff398b095ee8a09b9bcdd9872328edc1f1bd;401.5
10485;14df3bbb8e4494cfe7aae00aab9f87f9049811dc;410.2
10486;e7d9abf3f63419544e62a1a12a86e3c06a342408;465.1
10487;239fa37ec1206dc2ecb2a77e985c30d2a1819ae9;
10488;3b25a32412d3afe35bc162234abbedad7af8f693;778.8
10489;774fecd7635fce9af691714ae5c29ea4ad4e322f;588.9
10490;72f6f02b284f7213a725549abd45d963bb380ff9;408.7
10491;98b76897d8a24c39c2c8fdc12e3f3d0734e49eeb;
10492;6206eccca08c59a1bb8fafc1c75f1882c9551516;336.4
10493;6a045389fca7572ecf611c625d6b74f6409a1f8b;
10494;a09b114d44e1c9d6722a0cc219b65fcf01c4074d;573.1
10495;f1183b918e094deb469fbc35560823d8d314f303;388.2
10496;30161bcafe67f83042c31c6beb55b311f3f30c80;522.4
10497;0a566a4ae866560ca3378014564346d03305fdfd;558.7
10498;232297248b37aeea5180e360fd1870a4905dfdfe;
10499;a44bd377cbcdb774d3b72898a72fc763c8d58a25;407.2
10500;fb9711d0504f6db067f19094f0e49b02006b6cda;
10501;4210546e88d10bc7bd59ed08300d78d6457ad98f;379.3
10502;5d83815715fe96c39f42bddf905472a3b8e6ba2c;350.6
10503;02cac2f0d6c97a20ae22ecd10637a56967e1819e;458.7
10504;84ce8a603cecef9b1f1e39f8cfcec458003ce31c;
10505;4cda20f375de098e92c626a99255e856b1a6d7d2;486.3
10506;3968dbe7a6628c4228586477f98da167727a568f;751.9
10507;cc5439a30270253b27233d1864a478a186f1e3a0;342
10508;2ff8e218f681dcc02450df7f1b369ede76e88921;386.6
10509;f5a7228d2bb724016ca3ff141eb8c9e5933b01fc;458.3
10510;5e5b8d5fc7602b1bb6fa76fedb4ba434022f7033;525
10511;1974a71a25496de255991ae103f33f925cefa8ce;
10512;25282fc619d064ade4db081ca3e37be84eefb9ff;349.2
10513;2a101f8832c146b47bb78e02e858c9d1dbb8f105;
10514;79e1bba9371261f0df0008c273baa244d1624e97;
10515;eac65e428f6a6503a577f2c37fab803342027e33;453.8
10516;cba48446d534ffce7d2edb66b13761a543641c06;405.4
10517;5aec9a22962ebc71824cd53b722241cc25832b43;430.5
10518;01afbba2a9b08e30bce3d9fb2516650398994086;457.9
10519;4a617e6798fe6c269b669fc34db043c56102d3fc;
10520;922871975e43387db65bb2dd620d5e1c11018781;382.1
10521;ed78ff7fa36a765f11fa2724dabb8b5a3b6e87af;
10522;2ff13eeeb9170411679ba33d7eb02e819c06ec30;339.7
10523;c1fd70368703286bfd1badff07091cd2c0da2187;
10524;a1c094470b79862b56b1f3fe731ca98cddc9a1aa;354.1
10525;f11a5eaef1661bd7d0516c8c59e4b7078bbeaa50;394.1
10526;5305e26f2f61eca2181d5f252d231efd5fd126b5;
10527;64d1f441182940c0f41fb73605cda47cbe827f79;
10528;dde85d551c6645f4af4c0df617decf852e0ae8d4;
10529;cbdfe4892cc68cc2f5d4acdc9c9699e35246562b;489.5
10530;a203df2381f9307822dead8c01f5e85cbbadf002;
10531;1e23f547f523b1d679463713478d5c2549b9373e;519.3
10532;49df4a8ddea097e172668965c224f59772684cc2;512.1
10533;4e8c6cc8b5b7a228e25c14ffa53932156cfd4ded;594.8
10534;f496afdc65da3c24895bd923470bb3d70eb4c6bb;
10535;a7304be48e7b5e5f3bae4e76ed550c3744cfd663;
10536;d2d1fede86843c9f558f877bd8dbeecbe0e90ee0;599.7
10537;091d9bbb9d310b0f4ce437d19eabd0fd9fd28579;593.3
10538;37ff9530abc3b28ce45958feb5116bbe87910f52;596.4
10539;93cbe62dfdb9272744b93fcc2532d54af8d81cc3;404.7
10540;8ca8937b037499b80190be0ed5eabc29c93aad9b;452.6
10541;32aa941d35ec9f9cce83a031293817a212e268cf;361
10542;d65dec069853634141812b98553548b84b4f0452;
10543;e42c8fc536fcc0f03d1c999f1614ca9494c7f96e;359.4
10544;c380a94a5f27ea5e96fc623642d99fd78fcee045;568.3
10545;28d2b2b219831a94f6b08f1a619d9791b97e7ea6;392.5
10546;2f8f13d40f3c1e926561a71038dcd41d13c5c8d4;358.4
10547;f83d7cb8a9f589fd8a819e9d2f087e1b1e575272;651.3
10548;da87ed3346daf2edfd849a1073a9cba771fdeedd;541.2
10549;91d9ca4a509ff42ca6fcf13da515a568d99456c4;460.1
10550;e582dfb4908119dd7f4e36ce366fcca9bd9aa66b;422.8
10551;3107c86888b2c07608af39bbeb9e628ab73899af;580.2
10552;a0ac769aa3759e7fe16634e6783d3fa976abc263;552.4
10553;fde144aceb4ad319235a0d3b9604337e0bcc92d3;455.8
10554;01e2e4855d4d2bf4c6bf3b8338e8a80d52f35444;
10555;c13f74b6ded57161b7983c00f2c8ab5ae4218113;706.7
10556;b02bc757629547d6175376208b5098fa886ffda9;383.9
10557;2b65167862dc50b92147e8ac73d6e78e937493b3;363.3
10558;d6abf159372a8560e3afd430e06f4e7df182f432;384.4
10559;5165146da7c479ca09dd4f3f9c4b6ed6911c4a66;500.8
10560;1cab6abb1274f6dd1bce885c9a5c91aee4a56eeb;
10561;62027e834da6e84d6016cdff78263c53cc6bbf1e;459.4
10562;efafc97c785cee2b229a4ccdeba880d1c6d9c7e2;396.3
10563;1381e5e2de8c888c41922758400f7d7999851fff;508.4
10564;87ffad162dfb3cb805d4dc82a2feebec61daf81c;430.4
10565;55acba24aa46d7beffac17d9e5fe849b4ea9bc73;440.8
10566;209234eae5549f00ed4135c102febb9e8bd64bd2;680
10567;9958c19148f761b2febd80f0cfa43576e582c461;489
10568;a98e5436a016ed5bf967855448d0129a259012c5;564.2
10569;aa3d3633add3ce8c5a9bbb596ff141a818d60bfb;503.9
10570;e777784a052b4f892adc48c761555d405efe76a4;505.4
10571;8fe43dbc0b91c1d315670dd742ab3f3dd59f2959;525.8
10572;245a6915c879c2c455a15bb563f503fb138ed9e0;
10573;b46c614dedf6f0bb6a5ae88390ac6425972697fc;
10574;02771e81cfb4d0dd438adb56588162e307713d11;541.1
10575;ae3e5c503e2cc1239f3387124e5f03b245eb6165;385
10576;1bc4828d6132357580dd6500424fd5593424163c;
10577;7067d08eb32ded7c6d5e3202045f99684c6b2473;
10578;4222350ddcdf496075c69b62306c4f88692d04a5;473.8
10579;87b8955c0c5abc980936574269cae8faf2232064;
10580;9653aac81ad9d509c647d15130ab87a13c8a2281;456.3
10581;e73d6554bd240a20e2393fca35e3d7a1acc0d800;
10582;678f40d7170182bd6e25418b2c378df6c448d56d;
10583;00cbd96a485f0f368db0584a4526aa8665ec5d1f;394.3
10584;3baeda777a7a834503ebd645b01431d72aea867f;570.2
10585;39f974dd582fd9bff0f96e412222759d1d5825d3;441.3
10586;fa40e2e3c494007c3eecfdd027292317c165ca42;387.5
10587;c10411f31d2e34aa83be32aa2503a8f455e9db3c;
10588;adf04e3324aa708f3aab4162bb401d30afa89688;420.8
10589;b285d8ca0ad46d834357b2925b95f0a8cdb7a666;452.1
10590;764ad99a9e913fff997a9b475495ec3eaca61d67;432.1
10591;87ba6bbd4823f0944bebc92212feb5692afc810a;474.6
10592;f54b25a969108b31413589d51ba6fe73fc933a9b;560.9
10593;4b9c808ed745ff31a4c5015452dabf69e5b80ae4;460.2
10594;cb2edce866ff91f0f51e1ca819f9c601a40e240a;
10595;f303d0afd14835478055826f25208c880b8ea997;
10596;50a14e732447a8fa08ba381cf820334c8b7b1a59;
10597;5d66e9727597e303be860e63b08f7df755bb90b5;357.2
10598;bae9fbadf55b1d146d0129df056ab853dd6cb2d5;447.5
10599;0ab4483fea583ef9b433ad41bc0ce88535e7d9e3;446.6
10600;7f8fea564663237979f3c1b1ffd082d184634585;
10601;a1b0b9d5f77d7888a8c9c9659aaef28283db71e4;497.4
10602;721faa62894d18bda5024b31396645aed937564d;741.6
10603;ac0e3dabf65bb18751be93c22ee0dfffaa7eb5ca;399.8
10604;2b8a0c8551b5dca1c11015b6888d61eaa114fce8;
10605;c011b289295bb236a0071e7706c8d1dff03f4586;553.6
10606;441b637d03fb3131bb104ca80b2eaff133925463;
10607;992c02894d3da92d11b1badf74ed07a569bac47d;
10608;aee06fc271a11206724e4be6c0581406680e86e8;432.1
10609;6501db8e1d99a2d86f95f9d050f9ed05456e0a41;412
10610;ac4c679bee27a68301d320868f0e01d90095abef;359.5
10611;a5254b6de72d5d262c59aee369cca35641d7680c;610.5
10612;fe6605c5f51d87a223d949a8d161674e71884a51;515.3
10613;b217a11bd15868a9b253c16d78833e43343ef314;371.1
10614;2f8bc0f1c980f06e4471f7d0148358c7058ff4bc;490.5
10615;8eec1651a8d796eba5d6a7481bcea93ca57cbc48;465.5
10616;d91548b447c166c9c8079064be174ba2a55a9ae3;447.6
10617;21e565dd92f374ab7e5a80c75b2a19873f0624f1;398.2
10618;4e967206e5d903e2101a12a934e6dba89e9ee2e2;376.4
10619;1b7c22f1f5c7fec870e3eac6f15f5885d0964214;429.5
10620;8c4fdc90594bd34b7e0405262889db34235a0f87;580
10621;12b719a491da30a2353711b23f79024cc639cbf0;470.3
10622;7b09a89ee241e60829e6fc2f747e0b865988f467;
10623;9c1b00b57197d2e3d311b22b3edd1de89b61d2d3;429.4
10624;02a76b1bdf598f17d1e5beadaea03488affd7e83;540.1
10625;5b872109e17a020c80e076b6d3120751749a3fa1;445.4
10626;e5f24dc8caac8d88dc2f99d405a091ea2c3a7b2b;581.9
10627;378d84439ff2385974cfe79e80f7dfeea488ac03;595.3
10628;5b210b54fcf68843eaefcd0b7130545bbb08fa10;558.4
10629;4d43d03d4088182fa8d047e90cf3a158f53d3d54;605.9
10630;75908581f21f3e5397d9593543be58dd3cd2cbbe;
10631;cdd8ed3e66f31719fa675b5dd41912675ccf8a45;720.1
10632;fc85fb92a24f885259cb4d86a7d5d6061d40a10f;450
10633;513eabbb23eae2d440b1c575a2f1efc490e60212;342.8
10634;8763679412940f4ca367ea124101d11d3421b20b;435.2
10635;521110e35b999cc49aca48660bba17facae4c2fb;469.2
10636;ee8ac68e6940cd29a4047d64d8abd7528e44ba50;440.5
10637;d7893f7f4d9e774d23866c4fa237e8969bcb903b;718.5
10638;9b1edeb0401cf0889ea79d55196e56c8b3ba1fc8;
10639;40d0d3f2bda70c6017eeb423fcb8fe86530bc6ff;583
10640;a79103c2ac44d5d2786b1ee58c115576ca22c0b5;351.8
10641;c63a11b468ddcf8a74801266709b5e913608895b;622.4
10642;18a809fca8c68659d4580d4a58cb795c09f5238c;428.6
10643;de2757c26b5de39dabe2b0fb46feba05f5c3a4e1;670.7
10644;9b44f65e27277bb941e221b539cc73b6bbf63e6c;537
10645;11ae90e93dbb824688baa58f19abd611d8538a88;
10646;8c1bbfa83b8c4571e74e24a9d9e355eb71260732;442.4
10647;5dc683f5c1d0a537de56c33cd42e9a5835bb09a3;491.4
10648;246bf0d1a22894894d0489f232b5b9371910f1c5;506.5
10649;22d8c637cf9c66526b3f64304df86f39ffbc1dbe;572.7
10650;78159e9b37c0144d576df9d807555523f6727902;434.5
10651;efa134e7f69f38747703838fac4235809c3c476b;
10652;ac39d962eeeb1ac2e0707eaba68aa2d13d7e5089;812
10653;ded62b9a736c574bdf7c65b6b5659f8164d7f248;351.3
10654;3a3b66c51f90d9da65ebf3466a3234c40231961b;440.8
10655;229cbb272beaee0661676dee866a3845a8abc6f2;628.4
10656;102d667fdbb0fbcbde7dab37a4c90a2f6a581047;547.2
10657;9c8c383d29a18e5fb26f54759881772fc057ba75;
10658;3c3c970ecd8065dbf157f76662dd4b047e5eb53c;365.6
10659;0452e87a387b485228982d947b239ae1629ae5bd;459.4
10660;6c63895c84528fc5d20ccc092ea278dcd12fe0b1;474.1
10661;ef1c75c881e55340cc556e0ac0e6a477c6d37813;608
10662;ea34540ec4b644426face16865eb5023d8a5b3a3;
10663;5d3af42a3b22c9b2cab5a0deea47b690681ebb74;440.5
10664;e4df6b33ba99346174a1536aab95da753cc81b94;430.5
10665;e71e8a2e747e7eb2c2440c7b927effd7bf621575;567.3
10666;d4b901128e622ad79a27cd3751da4c9df701b3ad;
10667;654a1f5b4464ef0a4ca1c7e9c8b9e49f66f36461;365.4
10668;6fa379bdb0c83a9e3bd17a9584a5e39a636644c4;
10669;29b9cd358f37e46e9552396d275212b00f96d718;
10670;bb752bf3923d2a4db20b06bede80850cc616f249;351.2
10671;02e59cf6a7d6f57672882eb9523c847832027210;386.6
10672;655852588ae39c7a79db85e21ff2c0e32a80c3bc;397.1
10673;3ec00dcc3f43950734be18cc07b160047cba2f25;681.4
10674;1b333e594e1d7b50fc526870883028378c677f6b;555.8
10675;f312ac71ddd310f06d0ea5fadcb8c9eaa0c7990c;
10676;9c3f82a97d648a9a342d98c6be72a99db7983489;
10677;ef57c89f93b53ec0df4c35ccdca7ee8c6ffdd603;579.7
10678;804a86753d2ef4346bf550acf3216c0f92e53236;
10679;fb6fe23f4ca0f89970d55e4d2b875994951f7e8e;
10680;bbfd7ed187a5221d8c6d5b6068bebe4eab6c99a8;350.7
10681;4ee09df7c48d1a6447e961a3e035e8b34d8ba0d6;474
10682;43aecc30c6014fb47e9c3efb1374a5a10236bceb;461.2
10683;94cc4fec25c7ac5b4955f2ea0c87a977cc255370;584.3
10684;1ec2e781edd1d0d5513d2702bef6547fb717b9d4;535.6
10685;2897aa1a38c46f62e0115ccee4de516a457ffa20;737.4
10686;d7ab2e81601ee5bfc608d7f3fb6933c2709d9b16;
10687;b38eccdd5bfd83c7d075aa2a387c284f220aecc2;398.4
10688;058c13025fa9f00dd5b385e10d6fed959e3585e2;401
10689;d2030bec3047ea25d016b31ae3576fbeb0457e8f;459.5
10690;dba83116e9b56a89c299df648a75dc6ba85dec36;487.6
10691;45676b99c3b0ee149a8b768d02e704c40ad73aad;636.3
10692;a89307a10ca2bb92beae8e0cf2e46007b9365d9c;
10693;59617315e2b64ae13f841870de921acb1defe6e5;518.5
10694;591965a31ce631f297dc4f34a6b7f830a406861f;501.3
10695;f957caccd5ebae9f3e83183e8a90560e151f4f83;411.1
10696;193ea0c6faa0db482f6615b355a72a28d5364666;656.4
10697;14c13fb18f32c137368c2afe1fa4dd4fdc1a135d;517.1
10698;b934bbacdf2eeb089e847410c1a6b1deafc5991a;
10699;bc345ac10d69a25111e71b4a372619c01338b8f3;
10700;29ca1a755d3bf4e67d6c997abc130ead25959d23;407.6
10701;5a845ce3b905ad316e65739e78535efab4dff941;424.2
10702;743db43137c64a117e9e7f0d952049eba8e9fcdf;452.1
10703;45284df1bdf56e292665e4ad1fcb27b5a3989c47;534.9
10704;6f92a48b8458b9a965fcae8be72a6b8a6d6c5b33;389.7
10705;82bf2b6f8fcf04883b62ba624aaa70c2a69079b3;472.7
10706;fc38a6dfad443e1c4f53c81122d410eb46f8c493;465.4
10707;c8cef2bb37cd0e0ca81a1a683a11d52204f17390;355.9
10708;f8fa23d5761e588e5a25704836fab48e25eb1e20;412.2
10709;1590ec815f0b87453a3aca9a2ec83c4253f10173;620
10710;a6dd2036580568af0405d03ce256669689969877;418.7
10711;95080014ff2cc10488002be6ca4dd9ad806d8d6e;394.5
10712;ff4f4387eaa6285ac213735da78936823c99b367;415.5
10713;55863c9aa85a5a606116a822c1bf7350a6a4183a;564.3
10714;6da3fa5e27e816ef6b4648961433c39366be29c9;
10715;891b7a14757914cacc7066918bb3c0680758649a;438.6
10716;3ff88aaa930bc6341067381797a9bbb37d73591a;696.4
10717;d51748de182c942819146ae9fcf73af1ce4b2943;581.1
10718;ccc9bdac9fb822af028cb75d995f7a8ff9a10e58;
10719;675b4c1ea06fa683e9760f9c11c15d4514a66b21;472.9
10720;3dd40220b7819b3aff1171088355f137f23d6900;397.6
10721;cad80279bf59ee5267e7f90838652f02b1f7feb8;
10722;6dd02fe9225984610bd3f8cc5299be0476f7d6db;427
10723;e2f6f2f1b3102ef50d9913b28b2381b701dd1674;
10724;3cfe6db68dd8b3cae5e67b069cbab274da341c4c;436.8
10725;54f7a28ee36fe676ff0cf617c96ac7fdb561fd47;
